Case Created On,Status,Agent,Title,Origin,Is Escalated,Subject,CSAT Label,Resolution Minutes,Severity,Is SLA Violation,CSAT,SLA Compliance Goal,Resolution Minutes Goal,CSAT Goal,Escalations Goal,Minutes to First Contact,Activities,Topic,CaseSeq,SystemUserSeq,AccountSeq,ProductSeq
1/15/2021,Closed,Eric Gruber,Triple-buffered user-facing system engine,Phone,FALSE,Account Reset,4-Satisfied,59,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Account Reset,8346,2,1129,1
1/8/2021,Closed,Anne Weiler,Multi-channelled tangible internet solution,SMS,FALSE,Returns,4-Satisfied,54,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Returns,8713,12,1168,1
1/5/2021,Closed,Anne Weiler,Synergistic multimedia conglomeration,Phone,FALSE,Login Question,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Login Question,8964,12,1189,1
1/5/2021,Closed,Spencer Low,Up-sized optimizing pricing structure,Phone,FALSE,Login Question,4-Satisfied,60,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Login Question,8972,7,1082,1
1/4/2021,Closed,Anne Weiler,Triple-buffered mission-critical product,Phone,FALSE,Account Reset,4-Satisfied,66,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Account Reset,9067,12,1172,1
12/16/2020,Closed,Anne Weiler,Horizontal context-sensitive installation,Chat,FALSE,Shipping Question,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Shipping Question,10099,12,1090,1
12/15/2020,Closed,Anne Weiler,Re-engineered fresh-thinking leverage,Phone,FALSE,Login Question,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Login Question,10166,12,1168,1
12/14/2020,Closed,Anne Weiler,Multi-layered clear-thinking project,Phone,FALSE,Payment Inquiry,4-Satisfied,66,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Payment Inquiry,10234,12,1124,1
12/14/2020,Closed,Anne Weiler,Configurable object-oriented service-desk,Chat,FALSE,Shipping Question,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Shipping Question,10241,12,1172,1
12/8/2020,Closed,Julian Isla,Configurable bifurcated collaboration,Phone,FALSE,Login Question,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Login Question,10569,4,1198,1
12/7/2020,Closed,Eric Gruber,Horizontal demand-driven data-warehouse,Phone,FALSE,Login Question,4-Satisfied,59,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Login Question,10665,2,1023,1
12/4/2020,Closed,Anne Weiler,Quality-focused encompassing synergy,Phone,FALSE,Payment Inquiry,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Payment Inquiry,10738,12,1248,1
12/3/2020,Closed,Spencer Low,Reverse-engineered grid-enabled protocol,Phone,FALSE,Account Reset,4-Satisfied,70,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Account Reset,10807,7,1007,1
12/3/2020,Closed,Eric Gruber,Cross-platform transitional groupware,Phone,FALSE,Payment Inquiry,4-Satisfied,61,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Payment Inquiry,10829,2,1204,1
12/2/2020,Closed,Molly Clark,Re-contextualized explicit forecast,Phone,FALSE,Payment Inquiry,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Payment Inquiry,10848,1,1008,1
12/2/2020,Closed,Julian Isla,Decentralized solution-oriented encoding,Phone,FALSE,Account Reset,4-Satisfied,66,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | Account Reset,10907,4,1229,1
5/21/2021,Closed,Sanjay Shah,Innovative motivating extranet,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1182,8,1231,1
5/20/2021,Closed,Eric Gruber,Reactive hybrid standardization,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1226,2,1000,1
5/19/2021,Closed,Julian Isla,Managed global instruction set,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1347,4,1038,1
5/17/2021,Closed,Anne Weiler,Robust homogeneous application,Phone,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1468,12,1187,1
5/12/2021,Closed,Molly Clark,Customizable actuating forecast,Phone,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1715,1,1213,1
5/12/2021,Closed,Sanjay Shah,Front-line 24/7 infrastructure,Phone,FALSE,General,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1719,8,1218,1
5/11/2021,Closed,Anne Weiler,Organized eco-centric monitoring,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,1782,12,1107,1
5/6/2021,Closed,Eric Gruber,Progressive asymmetric time-frame,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,2044,2,1026,1
4/28/2021,Closed,Spencer Low,Cloned intangible projection,Phone,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,2522,7,1002,1
4/23/2021,Closed,Molly Clark,Persevering reciprocal policy,Phone,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,2742,1,1291,1
4/22/2021,Closed,Spencer Low,Inverse multimedia moratorium,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,2825,7,1175,1
4/21/2021,Closed,Eric Gruber,Pre-emptive content-based analyzer,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,2895,2,1130,1
4/20/2021,Closed,Sanjay Shah,De-engineered empowering adapter,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,2968,8,1192,1
4/20/2021,Closed,Sanjay Shah,Operative systemic moderator,Phone,FALSE,General,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3005,8,1149,1
4/20/2021,Closed,Molly Clark,Balanced bottom-line initiative,SMS,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3027,1,1267,1
4/19/2021,Closed,Eric Gruber,Self-enabling neutral alliance,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3073,2,1141,1
4/16/2021,Closed,Eric Gruber,Integrated eco-centric monitoring,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3188,2,1026,1
4/13/2021,Closed,Anne Weiler,Proactive uniform infrastructure,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3370,12,1248,1
4/12/2021,Closed,Spencer Low,Programmable directional circuit,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3450,7,1024,1
4/9/2021,Closed,Eric Gruber,Synergistic didactic system engine,SMS,FALSE,General,4-Satisfied,65,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3558,2,1129,1
4/8/2021,Closed,Julian Isla,Team-oriented transitional policy,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3613,4,1038,1
4/6/2021,Closed,Eric Gruber,Balanced next generation challenge,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3807,2,1117,1
4/5/2021,Closed,Eric Gruber,Focused demand-driven interface,SMS,FALSE,General,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,3851,2,1234,1
3/29/2021,Closed,Spencer Low,Cloned interactive middleware,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4241,7,1185,1
3/29/2021,Closed,Anne Weiler,Self-enabling static moderator,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4289,12,1163,1
3/29/2021,Closed,Spencer Low,Object-based hybrid success,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4297,7,1114,1
3/25/2021,Closed,Spencer Low,Implemented stable methodology,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4407,7,1114,1
3/25/2021,Closed,Sanjay Shah,Extended multimedia application,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4408,8,1194,1
3/25/2021,Closed,Anne Weiler,Persistent actuating encryption,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4412,12,1168,1
3/19/2021,Closed,Molly Clark,Vision-oriented explicit matrix,SMS,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4729,1,1291,1
3/19/2021,Closed,Eric Gruber,Versatile reciprocal orchestration,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4753,2,1269,1
3/19/2021,Closed,Spencer Low,Robust homogeneous application,Phone,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4792,7,1002,1
3/18/2021,Closed,Sanjay Shah,Self-enabling eco-centric firmware,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,4806,8,1108,1
3/12/2021,Closed,Molly Clark,Horizontal client-driven product,Phone,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,5167,1,1025,1
3/9/2021,Closed,Anne Weiler,Cross-group heuristic contingency,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,5412,12,1152,1
2/26/2021,Closed,Anne Weiler,Advanced non-volatile leverage,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,5978,12,1176,1
2/25/2021,Closed,Julian Isla,Progressive asymmetric time-frame,Phone,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6004,4,1278,1
2/25/2021,Closed,Sanjay Shah,Compatible 4th generation support,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6043,8,1299,1
2/25/2021,Closed,Eric Gruber,Operative full-range moratorium,SMS,FALSE,General,4-Satisfied,69,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6045,2,1023,1
2/24/2021,Closed,Julian Isla,Innovative motivating extranet,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6103,4,1200,1
2/24/2021,Closed,Molly Clark,Organized eco-centric monitoring,Phone,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6110,1,1232,1
2/22/2021,Closed,Sanjay Shah,Quality-focused mobile hierarchy,SMS,FALSE,General,4-Satisfied,65,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6296,8,1257,1
2/19/2021,Closed,Molly Clark,Enterprise-wide radical forecast,SMS,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6355,1,1025,1
2/17/2021,Closed,Julian Isla,Reactive 3rd generation matrix,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6498,4,1229,1
2/17/2021,Closed,Molly Clark,Multi-tiered dedicated ability,Phone,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6505,1,1233,1
2/15/2021,Closed,Eric Gruber,Organized system-worthy circuit,Phone,FALSE,General,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6690,2,1204,1
2/10/2021,Closed,Spencer Low,Synchronised local knowledge base,SMS,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,6904,7,1002,1
2/8/2021,Closed,Julian Isla,Fundamental full-range migration,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7046,4,1229,1
2/1/2021,Closed,Eric Gruber,Integrated mission-critical portal,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7456,2,1026,1
1/29/2021,Closed,Anne Weiler,Quality-focused systemic project,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7552,12,1163,1
1/29/2021,Closed,Spencer Low,Front-line logistical neural-net,Phone,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7587,7,1101,1
1/28/2021,Closed,Eric Gruber,Visionary asynchronous workforce,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7621,2,1015,1
1/27/2021,Closed,Molly Clark,Synergized executive solution,SMS,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7734,1,1070,1
1/27/2021,Closed,Julian Isla,De-engineered empowering adapter,SMS,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7743,4,1278,1
1/26/2021,Closed,Julian Isla,Programmable directional circuit,Phone,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7784,4,1221,1
1/25/2021,Closed,Anne Weiler,Integrated exuding service-desk,SMS,FALSE,General,4-Satisfied,70,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7839,12,1190,1
1/25/2021,Closed,Anne Weiler,Inverse multimedia moratorium,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7841,12,1248,1
1/25/2021,Closed,Julian Isla,Universal tertiary info-mediaries,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7844,4,1276,1
1/25/2021,Closed,Anne Weiler,Integrated exuding service-desk,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7855,12,1055,1
1/25/2021,Closed,Sanjay Shah,Multi-lateral 24/7 solution,SMS,FALSE,General,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,7869,8,1080,1
1/20/2021,Closed,Sanjay Shah,Implemented empowering attitude,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8113,8,1116,1
1/14/2021,Closed,Eric Gruber,Quality-focused mobile hierarchy,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8454,2,1253,1
1/13/2021,Closed,Anne Weiler,Multi-layered composite ability,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8472,12,1282,1
1/13/2021,Closed,Anne Weiler,Organized interactive parallelism,SMS,FALSE,General,4-Satisfied,70,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8503,12,1039,1
1/12/2021,Closed,Julian Isla,Horizontal client-driven product,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8601,4,1001,1
1/11/2021,Closed,Sanjay Shah,Realigned multi-state secured line,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8639,8,1299,1
1/7/2021,Closed,Spencer Low,Cross-group heuristic contingency,SMS,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8815,7,1119,1
1/6/2021,Closed,Eric Gruber,Organic object-oriented middleware,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8912,2,1253,1
1/5/2021,Closed,Sanjay Shah,Face to face static collaboration,SMS,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,8975,8,1108,1
1/4/2021,Closed,Eric Gruber,Organic object-oriented middleware,SMS,FALSE,General,4-Satisfied,69,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9037,2,1023,1
1/1/2021,Closed,Eric Gruber,Team-oriented transitional policy,Phone,FALSE,General,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9158,2,1234,1
12/31/2020,Closed,Spencer Low,Mandatory tertiary emulation,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9226,7,1032,1
12/30/2020,Closed,Spencer Low,Customizable neutral definition,SMS,FALSE,General,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9306,7,1101,1
12/29/2020,Closed,Anne Weiler,Reactive 3rd generation matrix,Phone,FALSE,General,4-Satisfied,70,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9345,12,1039,1
12/28/2020,Closed,Molly Clark,Operative systemic moderator,Phone,FALSE,General,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9458,1,1076,1
12/28/2020,Closed,Eric Gruber,Front-line logistical neural-net,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9480,2,1000,1
12/22/2020,Closed,Anne Weiler,Cloned interactive middleware,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9786,12,1191,1
12/18/2020,Closed,Sanjay Shah,Implemented stable methodology,Phone,FALSE,General,4-Satisfied,67,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,9957,8,1109,1
12/8/2020,Closed,Anne Weiler,Re-contextualized neutral access,Phone,FALSE,General,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,Mobile app | General,10549,12,1150,1
5/24/2021,Closed,Anne Weiler,Ameliorated fresh-thinking software,Chat,FALSE,Login Question,4-Satisfied,94,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,1094,12,1124,3
5/24/2021,Closed,Molly Clark,Multi-tiered tangible definition,SMS,FALSE,Login Question,4-Satisfied,94,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,1099,1,1004,9
5/20/2021,Closed,Molly Clark,Customizable reciprocal database,SMS,FALSE,Login Question,4-Satisfied,92,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,1215,1,1133,9
5/19/2021,Closed,Julian Isla,Team-oriented encompassing benchmark,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,1311,4,1229,3
5/18/2021,Closed,Molly Clark,User-friendly intangible contingency,Chat,FALSE,Login Question,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,1395,1,1290,3
5/17/2021,Closed,Julian Isla,Universal demand-driven intranet,SMS,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,1481,4,1001,9
5/13/2021,Closed,Anne Weiler,Pre-emptive motivating Graphic Interface,Phone,FALSE,Login Question,4-Satisfied,52,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,1641,12,1126,5
5/13/2021,Closed,Greg Winston,Synchronised multimedia info-mediaries,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,1643,13,1034,3
5/10/2021,Closed,Molly Clark,Decentralized fresh-thinking emulation,Phone,FALSE,Login Question,4-Satisfied,61,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,1839,1,1182,5
5/10/2021,Closed,Spencer Low,Fully-configurable cohesive strategy,Chat,FALSE,Login Question,4-Satisfied,92,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,1872,7,1101,3
5/4/2021,Closed,Alan Steiner,Future-proofed object-oriented matrix,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,2161,10,1058,3
5/3/2021,Closed,Anne Weiler,Proactive 5th generation toolset,SMS,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,2276,12,1155,9
4/26/2021,Closed,Spencer Low,Balanced methodical data-warehouse,Phone,FALSE,Login Question,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,2682,7,1002,10
4/19/2021,Closed,Molly Clark,Self-enabling real-time emulation,SMS,FALSE,Login Question,4-Satisfied,91,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,3071,1,1006,10
4/16/2021,Closed,Anne Weiler,Managed object-oriented contingency,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,3195,12,1138,3
4/15/2021,Closed,Eric Gruber,Vision-oriented directional throughput,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,3268,2,1015,3
4/14/2021,Closed,Greg Winston,Adaptive upward-trending collaboration,Chat,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,3348,13,1016,3
4/13/2021,Closed,Eric Gruber,Team-oriented next generation contingency,Phone,FALSE,Login Question,4-Satisfied,51,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,3373,2,1234,5
4/7/2021,Closed,Julian Isla,Reverse-engineered actuating matrices,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,3719,4,1200,3
4/7/2021,Closed,Spencer Low,Cross-platform systemic task-force,SMS,FALSE,Login Question,4-Satisfied,91,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,3727,7,1007,9
4/6/2021,Closed,Molly Clark,Monitored responsive parallelism,SMS,FALSE,Login Question,4-Satisfied,92,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,3764,1,1290,9
4/5/2021,Closed,Molly Clark,Persevering context-sensitive solution,Phone,FALSE,Login Question,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,3853,1,1267,5
4/5/2021,Closed,Molly Clark,Switchable scalable infrastructure,SMS,FALSE,Login Question,4-Satisfied,91,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,3892,1,1202,10
4/1/2021,Closed,Molly Clark,Customer-focused uniform structure,Chat,FALSE,Login Question,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,4045,1,1025,3
3/30/2021,Closed,Molly Clark,Open-architected exuding middleware,Chat,FALSE,Login Question,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,4191,1,1290,3
3/29/2021,Closed,Anne Weiler,Visionary asynchronous workforce,SMS,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,4256,12,1174,9
3/29/2021,Closed,Molly Clark,Grass-roots zero defect infrastructure,SMS,FALSE,Login Question,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,4279,1,1224,5
3/29/2021,Closed,Spencer Low,Monitored responsive productivity,SMS,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,4293,7,1114,9
3/24/2021,Closed,Sanjay Shah,Face to face multi-state capability,Phone,FALSE,Login Question,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,4498,8,1108,4
3/18/2021,Closed,Spencer Low,User-friendly intangible contingency,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,4814,7,1024,3
3/17/2021,Closed,Sanjay Shah,Grass-roots content-based moratorium,Phone,FALSE,Login Question,4-Satisfied,75,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,4891,8,1104,4
3/17/2021,Closed,Sanjay Shah,Customer-focused regional middleware,Phone,FALSE,Login Question,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,4923,8,1194,4
3/16/2021,Closed,Molly Clark,Up-sized static local area network,SMS,FALSE,Login Question,4-Satisfied,89,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,4979,1,1283,10
3/15/2021,Closed,Julian Isla,Exclusive bi-directional intranet,SMS,FALSE,Login Question,4-Satisfied,91,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,5054,4,1035,9
3/12/2021,Closed,Sanjay Shah,Synergistic multi-tasking capability,Phone,FALSE,Login Question,4-Satisfied,75,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,5162,8,1257,4
3/11/2021,Closed,Anne Weiler,Realigned system-worthy service-desk,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,5239,12,1155,3
3/8/2021,Closed,Spencer Low,Configurable analyzing middleware,SMS,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,5447,7,1007,10
3/5/2021,Closed,Eric Gruber,User-friendly value-added orchestration,Phone,FALSE,Login Question,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Login Question,5559,2,1117,8
3/3/2021,Closed,Molly Clark,Proactive 5th generation toolset,SMS,FALSE,Login Question,4-Satisfied,92,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,5700,1,1077,9
3/3/2021,Closed,Julian Isla,Stand-alone even-keeled projection,Phone,FALSE,Login Question,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,5721,4,1278,10
3/2/2021,Closed,Sanjay Shah,Fully-configurable cohesive strategy,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,5795,8,1299,3
3/1/2021,Closed,Molly Clark,Implemented optimal system engine,SMS,FALSE,Login Question,4-Satisfied,92,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,5888,1,1235,9
